supplier_id,supplier_name,product_id,lead_time,supplier_rating
SUP8841,"Neal, Shepherd and Bennett",P8933,3,4.8
SUP8842,Martinez-Roberts,P4342,18,4.5
SUP8843,Hodges-Hess,P8246,20,2.7
SUP8844,Pittman Ltd,P8828,15,3.6
SUP8845,Chen-Stewart,P6024,14,3.0
SUP8846,"Manning, Stone and Thompson",P3985,10,3.3
SUP8847,Henry-Monroe,P5366,2,4.8
SUP8848,White and Sons,P7967,12,4.8
SUP8849,Peters-Harris,P2634,19,2.7
SUP8850,Williams LLC,P2910,11,3.3
SUP8851,Curtis LLC,P2205,9,2.9
SUP8852,"Powell, Gomez and Moore",P6034,10,5.0
SUP8853,Vaughan-Gonzalez,P3365,4,4.1
SUP8854,"Miranda, Mann and Moyer",P919,4,3.6
SUP8855,Sullivan Group,P1136,18,3.5
SUP8856,Smith and Sons,P8042,20,4.3
SUP8857,Meza Ltd,P6897,19,3.1
SUP8858,Williams Ltd,P9080,14,3.4
SUP8859,Floyd Ltd,P5640,17,4.6
SUP8860,Marquez-Lewis,P3174,17,4.0
SUP8861,Williams Inc,P4755,15,4.0
SUP8862,Vance Inc,P539,19,3.4
SUP8863,Guzman-Ortiz,P6635,19,3.5
SUP8864,"Rios, Cline and Downs",P7752,20,2.9
SUP8865,Howard-Lopez,P6875,17,2.5
SUP8866,"Martinez, Lopez and Bishop",P1351,18,4.2
SUP8867,"Smith, Jones and Huang",P9652,8,4.2
SUP8868,"Stewart, Clark and Jackson",P2907,8,2.7
SUP8869,Miranda Group,P4343,13,2.8
SUP8870,Lopez LLC,P444,6,3.7
SUP8871,Jensen-Johnson,P7029,18,3.3
SUP8872,Velez-Brown,P1432,19,3.5
SUP8873,"Brown, Forbes and Hobbs",P7785,18,4.2
SUP8874,Hernandez-Morris,P7033,10,3.1
SUP8875,"Escobar, Garcia and Scott",P1103,16,2.8
SUP8876,Long-Roberts,P9677,12,3.8
SUP8877,"Douglas, Benton and Nelson",P9851,11,3.1
SUP8878,Cantrell and Sons,P9538,12,3.1
SUP8879,Caldwell-Evans,P5961,6,4.5
SUP8880,Perez-Armstrong,P2346,11,3.4
SUP8881,Crawford Ltd,P8784,3,3.9
SUP8882,"Reed, Chandler and Allen",P9777,18,3.6
SUP8883,"Wade, Hopkins and Mills",P3626,10,4.4
SUP8884,Lowery-Riley,P6487,5,3.5
SUP8885,Murphy Ltd,P9817,9,3.8
SUP8886,Herrera and Sons,P5726,7,4.3
SUP8887,Cline Ltd,P9012,20,3.6
SUP8888,"Wood, Smith and Sanchez",P2330,17,3.1
SUP8889,Ortiz-Villa,P9238,18,2.7
SUP8890,Jackson PLC,P7692,14,3.6
SUP8891,"Lee, Vega and Watson",P7080,20,5.0
SUP8892,James-Holmes,P824,10,3.5
SUP8893,Cabrera PLC,P5072,2,4.3
SUP8894,Harris-Miller,P1164,13,3.5
SUP8895,Little LLC,P6353,2,4.9
SUP8896,"Petersen, Kelley and Mitchell",P2063,5,4.6
SUP8897,Welch-Torres,P272,20,4.8
SUP8898,"Johnson, Smith and Holland",P1236,15,3.0
SUP8899,Green-Anderson,P5170,4,3.0
SUP8900,"White, Buchanan and Larson",P6805,15,3.6
SUP8901,Martin-Sawyer,P1012,14,4.6
SUP8902,Sharp-Simmons,P7186,5,3.3
SUP8903,Joseph LLC,P1684,17,2.6
SUP8904,"Jordan, Cabrera and Cruz",P3435,5,3.7
SUP8905,Graham-Alexander,P4150,19,2.9
SUP8906,Jackson-Williams,P9397,4,3.6
SUP8907,Villanueva Inc,P2637,20,2.9
SUP8908,Daniels-King,P1770,8,2.9
SUP8909,Johnson Group,P2185,7,2.5
SUP8910,Bailey Inc,P3242,7,2.7
SUP8911,Reynolds Group,P9003,15,4.2
SUP8912,Carter-Hall,P9575,13,3.3
SUP8913,Hardy PLC,P613,20,4.2
SUP8914,Keller-Burns,P2545,2,2.7
SUP8915,"Thomas, Cook and Price",P7819,2,2.5
SUP8916,Oliver-Nguyen,P9374,15,3.6
SUP8917,Robinson LLC,P1540,10,2.9
SUP8918,Ware PLC,P7376,15,3.3
SUP8919,"Collins, Whitaker and Smith",P3417,7,4.9
SUP8920,"Drake, Gibbs and Strickland",P22,3,3.0
SUP8921,"Flores, Benson and Williams",P1994,8,4.9
SUP8922,Garcia Group,P5569,7,3.6
SUP8923,Rodriguez-Moore,P2370,7,3.5
SUP8924,"Jones, Diaz and Ray",P5915,12,3.7
SUP8925,"Lopez, Ortiz and Hines",P8143,14,4.1
SUP8926,Francis PLC,P3412,3,4.8
SUP8927,Farmer-Henry,P876,2,3.8
SUP8928,Graham PLC,P6151,2,4.9
SUP8929,Mosley Group,P5763,19,4.9
SUP8930,Parker-Smith,P690,19,3.2
SUP8931,Berry-Burns,P3084,15,4.2
SUP8932,"Henry, Collins and Mcmillan",P740,11,3.9
SUP8933,Jenkins Group,P8398,18,3.5
SUP8934,"Moreno, Guzman and Ramirez",P700,18,3.9
SUP8935,"Neal, Mendoza and Carter",P1709,11,4.4
SUP8936,Warner Group,P767,17,2.7
SUP8937,Lester-Dixon,P2562,2,4.4
SUP8938,"Morales, Jacobson and Cooper",P6916,3,4.7
SUP8939,Miller and Sons,P8780,19,3.5
SUP8940,"Taylor, Jordan and Levy",P430,14,3.5
SUP8941,Henderson-Ramirez,P3375,15,4.3
SUP8942,"Norris, Paul and Patrick",P1767,3,3.3
SUP8943,Wright and Sons,P3473,6,4.9
SUP8944,Mckay Inc,P5293,15,3.9
SUP8945,"Poole, Clark and Wade",P7888,18,4.2
SUP8946,"Nelson, Hardy and Chandler",P1813,7,4.2
SUP8947,"Wilson, Miller and Newman",P9498,6,3.8
SUP8948,Mueller and Sons,P1938,9,3.9
SUP8949,"Snyder, Harris and Clay",P3969,11,3.4
SUP8950,Mcdaniel-Delgado,P846,16,2.7
SUP8951,Roberson-Martin,P1876,12,3.8
SUP8952,Odonnell-Johnson,P4441,5,3.0
SUP8953,Ramirez LLC,P6628,8,4.3
SUP8954,"Jackson, Morrison and Parker",P8043,14,3.6
SUP8955,Sanders-Ruiz,P2049,7,3.9
SUP8956,Fernandez Ltd,P8516,18,4.0
SUP8957,Martin-Adams,P1870,19,3.6
SUP8958,Williams-Gonzalez,P4360,17,4.1
SUP8959,Villa-Powers,P1247,19,3.2
SUP8960,"Padilla, Stein and Bailey",P6913,3,3.4
SUP8961,Holmes-Daniels,P9665,5,2.7
SUP8962,Hodges-Nunez,P6060,12,3.1
SUP8963,Glover PLC,P6453,13,2.8
SUP8964,Miller-Cruz,P8739,9,4.7
SUP8965,"Taylor, Wallace and Carter",P2277,18,4.4
SUP8966,"Baird, Cole and Mathews",P1549,12,2.9
SUP8967,Gray-Carter,P1214,11,3.8
SUP8968,"Parker, Lang and Carpenter",P7343,16,2.8
SUP8969,"Thomas, Anderson and Thomas",P8403,3,4.2
SUP8970,Lyons PLC,P4754,14,3.4
SUP8971,Ward and Sons,P927,8,3.1
SUP8972,"Sims, Griffith and Williamson",P3287,20,4.6
SUP8973,Ferguson-Bennett,P2394,6,3.3
SUP8974,Harris LLC,P20,10,2.7
SUP8975,Jackson and Sons,P4382,16,3.5
SUP8976,"Foster, Payne and Smith",P4644,13,3.6
SUP8977,"Ward, Wolfe and Rocha",P3120,6,2.9
SUP8978,"Olson, Smith and Blake",P9518,14,2.9
SUP8979,Ellison LLC,P8172,3,4.9
SUP8980,"West, Nguyen and Charles",P5544,4,2.9
SUP8981,Jacobs-Little,P3301,2,4.0
SUP8982,"Chen, Edwards and Green",P7176,19,3.4
SUP8983,"Peters, Stevenson and Mcknight",P6918,7,3.2
SUP8984,"Ray, Bowen and Perez",P2110,3,4.7
SUP8985,Webster Group,P2723,16,4.0
SUP8986,"English, Doyle and Phillips",P8440,19,2.7
SUP8987,"Miller, Clark and Garcia",P1741,19,4.7
SUP8988,"Parker, Kelly and Collins",P5241,5,3.7
SUP8989,Curtis-Hansen,P7807,7,4.8
SUP8990,Davis and Sons,P4798,2,4.2
SUP8991,Cole and Sons,P2952,20,2.6
SUP8992,Hunter Group,P6079,10,3.4
SUP8993,Gutierrez PLC,P1155,19,4.2
SUP8994,"Browning, Johnson and Simpson",P3892,8,4.4
SUP8995,"Joyce, Diaz and Morales",P9970,20,4.6
SUP8996,Sutton-Baker,P6946,5,4.3
SUP8997,"Marshall, Miller and Torres",P1930,3,4.0
SUP8998,Goodman-Hendricks,P2093,19,3.6
SUP8999,"Carroll, Morris and King",P9867,3,3.1
SUP9000,"Rogers, Glass and Harris",P875,8,3.5
SUP9001,"Davis, Vasquez and Davis",P2253,20,3.2
SUP9002,"King, Freeman and Franklin",P9886,14,3.3
SUP9003,Smith-Perez,P2403,12,4.4
SUP9004,Browning Ltd,P8355,17,3.3
SUP9005,"Cole, Brown and Martinez",P3907,7,4.4
SUP9006,Collins Inc,P1597,6,3.9
SUP9007,"Ferguson, Melton and Stone",P3035,9,4.9
SUP9008,Hicks-Mcgrath,P9998,19,4.0
SUP9009,"Graham, Mitchell and Clements",P1235,20,3.1
SUP9010,"Padilla, Davis and Morrison",P1435,5,4.2
SUP9011,Atkinson-Ritter,P579,17,4.4
SUP9012,Johnson and Sons,P6182,18,4.0
SUP9013,Barber PLC,P3652,5,4.2
SUP9014,"Moore, Brown and Martin",P5,11,4.7
SUP9015,Hernandez LLC,P6864,16,3.3
SUP9016,"Snyder, Perez and Thomas",P8240,18,2.9
SUP9017,"Wilson, Shaw and Carter",P3832,9,2.9
SUP9018,Conway-Nelson,P4442,8,3.7
SUP9019,Shelton-Robbins,P7393,11,3.3
SUP9020,Thompson PLC,P1546,13,4.8
SUP9021,"Burns, Stout and Smith",P2289,15,3.4
SUP9022,"Hall, Young and Larson",P130,3,3.0
SUP9023,"Garcia, Williams and Miller",P3871,5,4.4
SUP9024,Green Ltd,P6489,14,5.0
SUP9025,Barrett LLC,P2004,6,3.2
SUP9026,Ferguson-Miller,P5379,19,3.3
SUP9027,Rodriguez-Hall,P299,17,4.8
SUP9028,Lopez-Harris,P382,7,2.7
SUP9029,"Strong, Barnes and Pena",P5118,15,3.0
SUP9030,"Conner, Parker and Rodriguez",P24,8,3.4
SUP9031,Mckenzie Ltd,P9407,14,2.8
SUP9032,George-Adams,P9839,18,3.3
SUP9033,"Sullivan, Melton and Davis",P6009,18,3.4
SUP9034,Dean Ltd,P9797,16,4.0
SUP9035,Miller-Adkins,P5205,6,4.7
SUP9036,"Gray, Harrison and Richards",P4665,9,3.8
SUP9037,Smith-Escobar,P8829,7,3.3
SUP9038,Johnson-Rodriguez,P2860,10,3.8
SUP9039,Collins PLC,P888,10,3.1
SUP9040,Ingram-Ross,P3361,13,2.9
SUP9041,Simpson and Sons,P1779,9,3.1
SUP9042,Craig Inc,P1187,20,4.0
SUP9043,Lucas-Lopez,P1198,3,3.7
SUP9044,Ashley-Fleming,P7681,6,4.7
SUP9045,Martinez Inc,P6191,9,2.7
SUP9046,"Brown, Bender and Cline",P7682,13,4.1
SUP9047,Haas LLC,P5752,10,2.7
SUP9048,Sanchez PLC,P306,5,2.6
SUP9049,Robertson-Austin,P7567,17,3.6
SUP9050,Cabrera-Martinez,P8706,12,3.1
SUP9051,"Miller, Pollard and Jones",P8955,18,3.4
SUP9052,Calhoun-Cohen,P5313,2,4.4
SUP9053,"Cox, Estrada and Aguirre",P2036,13,4.7
SUP9054,Reynolds-Randall,P6685,6,3.0
SUP9055,"Gonzalez, Barton and Barr",P3525,3,4.7
SUP9056,Wright Group,P3292,6,4.0
SUP9057,"Collins, Hale and Castillo",P3915,2,3.2
SUP9058,"Lopez, Noble and Parsons",P2506,9,2.5
SUP9059,Heath-Evans,P1410,7,3.1
SUP9060,Benson-Colon,P7509,5,3.3
SUP9061,"Allen, Garrett and Rodriguez",P3033,10,3.6
SUP9062,"Stephens, Reed and Harvey",P2606,20,2.6
SUP9063,"Smith, Nelson and Whitney",P4020,16,3.5
SUP9064,Reeves-Hayes,P1628,16,2.6
SUP9065,"Singleton, Moore and Sanders",P5262,19,4.4
SUP9066,Reynolds-Richard,P2786,9,4.9
SUP9067,Roberts Inc,P3963,9,3.8
SUP9068,Rush-Thompson,P6757,15,2.8
SUP9069,"Foster, Hunter and Oneill",P2657,10,3.2
SUP9070,"Adams, Allen and Lamb",P2348,7,3.8
SUP9071,"Hamilton, Smith and Walls",P4110,12,4.8
SUP9072,Chapman-Dickson,P6412,17,2.8
SUP9073,Cummings-Russell,P3530,2,4.0
SUP9074,Burton Group,P1051,20,2.6
SUP9075,"Smith, Anderson and Sims",P5679,5,3.0
SUP9076,"Reed, Tran and Fields",P479,19,4.9
SUP9077,Foster-Reyes,P7528,2,4.7
SUP9078,Mcintosh LLC,P5948,8,3.6
SUP9079,Pittman Ltd,P9446,9,2.7
SUP9080,Young-Vargas,P4068,17,4.3
SUP9081,"Hodge, Padilla and Jones",P6284,11,4.0
SUP9082,Gonzalez LLC,P8811,10,4.2
SUP9083,"Flowers, Barton and Morales",P8904,17,3.9
SUP9084,Carter-Williams,P8380,7,3.3
SUP9085,Jenkins LLC,P4648,6,2.8
SUP9086,Anderson-Johnson,P8259,8,2.9
SUP9087,"Meza, Jennings and Armstrong",P6814,18,3.4
SUP9088,Suarez PLC,P5285,2,4.4
SUP9089,"Turner, Harris and Bright",P809,18,2.8
SUP9090,Roberson-Vasquez,P9916,4,4.5
SUP9091,"Williamson, Haynes and Martin",P8894,19,2.5
SUP9092,Gonzalez-Davila,P1107,16,4.2
SUP9093,Lewis LLC,P3846,13,4.2
SUP9094,"Foster, Schultz and Williams",P1220,5,3.4
SUP9095,"Brooks, Carr and Sullivan",P704,16,3.4
SUP9096,Anthony Inc,P1791,3,3.1
SUP9097,Higgins-Craig,P7160,18,2.9
SUP9098,Leblanc-Torres,P1666,7,5.0
SUP9099,"Olson, Mcdowell and Smith",P7580,16,3.9
SUP9100,Crawford and Sons,P7632,9,3.8
SUP9101,Guzman-Rose,P271,19,5.0
SUP9102,Simpson-Clark,P989,13,3.3
SUP9103,Moreno-Lewis,P8513,10,2.6
SUP9104,"Schmidt, Jackson and Allen",P1818,20,4.5
SUP9105,"Henry, Smith and Diaz",P2461,4,3.4
SUP9106,Miller-Rhodes,P648,14,5.0
SUP9107,Williams PLC,P228,15,3.0
SUP9108,"Harris, Lopez and Castro",P9556,20,4.0
SUP9109,Johnson-Gardner,P4253,4,4.8
SUP9110,Wright-Wallace,P5324,13,4.7
SUP9111,Clark LLC,P9235,3,4.1
SUP9112,Levine Inc,P8122,6,3.8
SUP9113,Smith-Rodriguez,P663,11,4.5
SUP9114,"Graham, Nunez and Smith",P6744,17,2.7
SUP9115,"Miles, Carter and Anderson",P1785,13,3.9
SUP9116,Willis-Pacheco,P5910,14,4.2
SUP9117,"Perry, Moore and Hanson",P2138,20,3.0
SUP9118,"Craig, Lewis and Rasmussen",P8430,7,3.8
SUP9119,Stephens-Galvan,P3405,15,3.5
SUP9120,Turner PLC,P553,15,3.1
SUP9121,Jensen-Terry,P5603,18,4.3
SUP9122,"Estrada, Price and Willis",P7138,9,4.0
SUP9123,"Rhodes, Thompson and Jackson",P4360,17,3.8
SUP9124,"Weber, Edwards and Poole",P8320,4,4.4
SUP9125,Lewis-Irwin,P1905,18,4.6
SUP9126,Horton Group,P5298,6,4.3
SUP9127,Mitchell Ltd,P4448,15,2.8
SUP9128,Sanchez-Perez,P8922,17,2.7
SUP9129,Garcia Ltd,P4069,13,4.5
SUP9130,Frye Group,P3171,11,4.5
SUP9131,Robinson and Sons,P1035,20,3.1
SUP9132,Barker-Garcia,P4298,17,4.4
SUP9133,Hodges and Sons,P5271,2,4.3
SUP9134,Washington Inc,P2390,3,3.2
SUP9135,Myers-Stevenson,P3105,16,4.9
SUP9136,Carter-Little,P1824,13,2.8
SUP9137,Cantu-Hammond,P2416,15,4.7
SUP9138,Wilson LLC,P4902,13,3.3
SUP9139,Mendez Inc,P3658,13,3.2
SUP9140,Ball-White,P7216,12,4.1
SUP9141,"Alexander, Lawrence and Franklin",P7926,9,4.2
SUP9142,Young Inc,P7628,9,4.8
SUP9143,Gonzalez-Walker,P9941,20,3.9
SUP9144,Ferguson Ltd,P6489,4,4.9
SUP9145,Sosa-Hardy,P9571,2,3.5
SUP9146,"Andersen, Martin and Harvey",P8969,19,4.3
SUP9147,"Daniels, Dickson and Martin",P3787,6,3.6
SUP9148,"Smith, Miller and Mccullough",P6137,15,4.7
SUP9149,Schroeder Ltd,P4580,3,4.6
SUP9150,"Johnson, Krueger and Miller",P558,14,4.7
SUP9151,"Cooper, Hatfield and Lopez",P5697,9,2.8
SUP9152,"Farley, Phillips and Hayes",P6618,10,3.9
SUP9153,Bernard Inc,P8496,19,4.9
SUP9154,Green-Campbell,P2599,17,3.2
SUP9155,"Beasley, Austin and Reed",P5652,12,4.9
SUP9156,"Washington, Ellison and Williams",P5839,16,3.2
SUP9157,"Rush, Owen and Davis",P6459,18,3.6
SUP9158,"Phillips, Rose and Nelson",P916,18,5.0
SUP9159,"Morales, Harrison and Lopez",P6544,19,3.7
SUP9160,King Ltd,P9802,18,3.5
SUP9161,"Harris, Morgan and Mata",P1319,6,3.4
SUP9162,"Robertson, Perry and Baker",P6419,3,4.2
SUP9163,"Barker, Kennedy and Green",P1897,15,3.4
SUP9164,"Larson, Martin and Chang",P9491,6,4.3
SUP9165,Thomas-Hunt,P794,4,3.9
SUP9166,"Fuller, Humphrey and Richardson",P3060,10,4.2
SUP9167,Proctor-White,P3440,10,4.0
SUP9168,Mason LLC,P2004,14,4.9
SUP9169,Byrd-Rose,P8291,20,3.2
SUP9170,Powell Ltd,P3096,12,4.2
SUP9171,Smith PLC,P4783,19,4.4
SUP9172,"Stein, Lang and Henry",P359,5,4.1
SUP9173,Miller-Boyd,P7407,20,3.8
SUP9174,"Lam, Ortiz and Lewis",P2897,3,3.3
SUP9175,Wilson-Young,P4790,13,3.2
SUP9176,Mckay-Ward,P9821,3,4.2
SUP9177,"Roth, Owens and Green",P7940,14,2.7
SUP9178,"Brown, Lee and Jones",P5647,9,2.8
SUP9179,White-Flores,P6624,6,4.3
SUP9180,"Martinez, Green and Castillo",P5924,2,3.8
SUP9181,Edwards LLC,P3222,3,4.9
SUP9182,"Adkins, Juarez and Silva",P7589,18,3.6
SUP9183,"Mullen, Hawkins and Jones",P5285,9,3.4
SUP9184,Sharp-Dennis,P9727,18,2.6
SUP9185,"Chen, Murray and Chambers",P6941,5,4.4
SUP9186,Butler Group,P4676,2,4.4
SUP9187,Harrington Group,P6821,15,3.1
SUP9188,Ramos-Brady,P7827,14,2.7
SUP9189,Austin-Henry,P4750,12,3.3
SUP9190,Conley Group,P9440,6,4.0
SUP9191,Anderson-Peterson,P3485,8,2.8
SUP9192,"Smith, Dickerson and Pace",P8241,20,4.3
SUP9193,"Acevedo, Davis and Jarvis",P4077,16,2.7
SUP9194,"Cline, Colon and Wells",P6519,8,4.5
SUP9195,Dalton-Martin,P1713,4,4.7
SUP9196,"Hayes, Sullivan and Dixon",P9219,8,3.5
SUP9197,"Johnson, Davis and King",P7604,7,3.9
SUP9198,Snyder-Whitney,P780,10,4.2
SUP9199,Gilbert-Weber,P8079,19,2.9
SUP9200,Sanders Inc,P1754,17,4.0
SUP9201,"Solis, Myers and Dixon",P3157,14,3.6
SUP9202,"Gentry, Leonard and Munoz",P3867,13,2.5
SUP9203,Lopez Inc,P5617,19,4.1
SUP9204,"Reynolds, Ingram and Torres",P4133,7,4.6
SUP9205,Reid-Torres,P2262,6,3.9
SUP9206,"Mcbride, Santiago and Parker",P6725,5,4.7
SUP9207,Smith and Sons,P5244,12,2.6
SUP9208,"Pierce, Mullins and Whitaker",P6447,19,3.2
SUP9209,Hunter Ltd,P4922,8,3.2
SUP9210,"Wong, Winters and Gonzalez",P6537,10,3.2
SUP9211,Schneider-Farmer,P3021,19,4.1
SUP9212,"Miller, Welch and Fitzpatrick",P6139,9,4.8
SUP9213,"King, Gibbs and Perkins",P121,12,3.1
SUP9214,"Frye, Davis and Compton",P951,19,4.1
SUP9215,Thomas Group,P1913,19,2.8
SUP9216,Clark-Ross,P2946,19,4.5
SUP9217,Gentry and Sons,P8008,7,4.3
SUP9218,Harrell-Hess,P8025,13,2.7
SUP9219,Davis-Lewis,P8846,18,4.4
SUP9220,Choi-Smith,P3437,19,3.3
SUP9221,"Wade, Schultz and Kennedy",P6868,8,3.7
SUP9222,Bishop-Walsh,P2781,10,5.0
SUP9223,"Berry, Nguyen and Butler",P4635,12,3.7
SUP9224,"Arnold, Jones and Bennett",P1239,6,2.9
SUP9225,"Walker, Johnson and Huerta",P2880,20,2.9
SUP9226,Oconnell Ltd,P3678,16,4.7
SUP9227,"Jones, Chambers and Carrillo",P8436,6,3.0
SUP9228,"Howard, Smith and Baker",P8270,18,3.1
SUP9229,"Wilson, Wright and Owens",P7068,12,4.6
SUP9230,"Mcgee, Perry and King",P633,13,2.6
SUP9231,Richardson-Oliver,P1759,4,2.5
SUP9232,Nelson-Nguyen,P6311,19,3.3
SUP9233,Evans Ltd,P3117,5,5.0
SUP9234,"Wright, Horton and Evans",P7112,2,2.7
SUP9235,"Ortiz, Hill and Hanson",P7970,2,4.0
SUP9236,"Kelly, Delgado and Krueger",P6435,15,4.7
SUP9237,Oneal PLC,P8189,3,3.4
SUP9238,Boone-Ferguson,P5815,15,3.2
SUP9239,Rhodes LLC,P3373,11,2.5
SUP9240,"Crane, Lloyd and Campbell",P2925,10,2.8
SUP9241,Ferrell-Harris,P4037,15,4.5
SUP9242,Turner PLC,P3033,3,3.3
SUP9243,Reeves-Day,P9142,5,4.4
SUP9244,Vargas-Fowler,P7963,14,3.7
SUP9245,Thomas-Thompson,P2398,13,4.0
SUP9246,"Reese, Harris and Christensen",P9526,6,5.0
SUP9247,Dunn-Nielsen,P5861,2,2.8
SUP9248,Porter Inc,P505,19,4.9
SUP9249,"Bruce, Barber and Miller",P2138,7,2.5
SUP9250,Kelly and Sons,P7775,9,2.7
SUP9251,"Jackson, Cooley and Brown",P6206,20,2.8
SUP9252,Boyd-Randolph,P2042,8,3.9
SUP9253,Gonzales LLC,P7913,8,4.3
SUP9254,Chen PLC,P1566,3,4.1
SUP9255,Smith-Morrison,P3963,9,4.7
SUP9256,Lee-Monroe,P4533,15,2.5
SUP9257,Turner-Fleming,P7455,20,3.6
SUP9258,Rice PLC,P7329,9,2.7
SUP9259,Mercado Ltd,P4610,5,3.0
SUP9260,Molina-Holder,P7722,2,2.6
SUP9261,Martin-Hudson,P6512,10,3.0
SUP9262,"Mann, Lang and Evans",P8761,17,2.9
SUP9263,White LLC,P9890,9,3.3
SUP9264,Lawrence PLC,P3808,18,3.8
SUP9265,Brock-Miller,P1730,14,2.7
SUP9266,"Watson, Carter and Frazier",P5193,17,4.1
SUP9267,Cantu-Davis,P9668,14,4.1
SUP9268,"Stone, Wolf and Singh",P7800,6,3.1
SUP9269,Wagner Inc,P6669,8,4.9
SUP9270,"Collins, Deleon and Rodriguez",P4229,4,3.1
SUP9271,Morton LLC,P2532,11,2.6
SUP9272,Mullen-Barnes,P9662,3,3.5
SUP9273,"Jackson, Mcintosh and Bush",P6401,17,4.7
SUP9274,Mcdaniel and Sons,P9614,3,4.2
SUP9275,Adams Group,P1270,14,3.4
SUP9276,Esparza Inc,P3181,16,2.9
SUP9277,Taylor-Brooks,P4258,16,3.0
SUP9278,Werner-Berger,P3136,7,4.5
SUP9279,Manning Group,P1747,18,3.5
SUP9280,Ball LLC,P592,7,3.2
SUP9281,Wells-Valdez,P3350,3,3.3
SUP9282,"Castillo, Fox and Davis",P4494,14,3.4
SUP9283,Mitchell-Smith,P1855,5,3.7
SUP9284,Price Inc,P7639,20,3.8
SUP9285,Brown-Williams,P9724,12,3.7
SUP9286,Patrick-Lewis,P8193,7,3.6
SUP9287,"Miller, Jarvis and Wilson",P8010,3,4.9
SUP9288,"Clements, Jackson and White",P9620,12,3.6
SUP9289,Parker PLC,P1784,9,3.3
SUP9290,"Alvarado, Kelley and Vasquez",P735,12,4.0
SUP9291,Hanna LLC,P8229,2,3.6
SUP9292,Gonzalez-Oliver,P1553,5,2.6
SUP9293,Fowler PLC,P5726,2,3.7
SUP9294,"Hopkins, Peterson and Gonzalez",P8513,4,4.6
SUP9295,Peterson Ltd,P6664,5,4.3
SUP9296,"Duncan, Garza and Williams",P5474,8,3.4
SUP9297,"Weaver, Nichols and Gutierrez",P5406,4,4.7
SUP9298,Pratt-Thornton,P7112,17,4.6
SUP9299,Berry-Kaufman,P182,10,2.5
SUP9300,"West, Sampson and Lester",P4943,9,3.9
SUP9301,Poole-Smith,P1821,6,4.5
SUP9302,Diaz Inc,P4137,7,4.4
SUP9303,Adams-Ochoa,P7492,8,2.5
SUP9304,Kelly Ltd,P8572,7,4.2
SUP9305,Wilson and Sons,P3617,17,3.2
SUP9306,Bailey Ltd,P5973,12,4.4
SUP9307,"Durham, Webb and Nelson",P9788,20,3.5
SUP9308,"White, Mccann and Scott",P4096,18,4.7
SUP9309,Gilbert-Sullivan,P3058,20,3.1
SUP9310,Johnson-Wilson,P1828,4,4.1
SUP9311,Cooper-English,P6093,9,3.8
SUP9312,Meyer-Gutierrez,P578,20,4.9
SUP9313,"Dominguez, Wright and Moore",P2069,12,4.2
SUP9314,Chaney-Mcdonald,P7004,5,3.9
SUP9315,"Wiggins, Alexander and Bowman",P3388,14,4.3
SUP9316,"Dunn, Brady and Perez",P7943,8,3.4
SUP9317,Miller Ltd,P4747,5,4.0
SUP9318,Yang-Vasquez,P2140,18,3.0
SUP9319,Scott-Bryant,P1082,14,3.2
SUP9320,"Stewart, Forbes and Morris",P1680,12,2.6
SUP9321,"Mccullough, Hopkins and Brooks",P2402,7,4.7
SUP9322,Escobar LLC,P6071,17,2.7
SUP9323,Chavez-Duncan,P1638,11,4.9
SUP9324,Lee-Johnson,P3027,19,3.9
SUP9325,"Spencer, Anderson and Wong",P8952,4,4.9
SUP9326,Davidson-White,P5481,6,3.1
SUP9327,"Jackson, Mccarty and White",P5570,17,3.7
SUP9328,"Carter, Bradley and Ross",P5900,11,3.6
SUP9329,Mack and Sons,P8498,11,3.6
SUP9330,"Clark, Myers and Martinez",P1711,12,2.6
SUP9331,Bell and Sons,P7426,5,3.4
SUP9332,Goodwin-Owens,P1395,17,3.2
SUP9333,"Greer, Hale and Vaughn",P9454,6,3.8
SUP9334,Evans Inc,P2311,10,3.7
SUP9335,Jackson-Page,P414,10,3.5
SUP9336,Sims and Sons,P1062,16,3.3
SUP9337,Smith PLC,P4203,18,3.7
SUP9338,Morris-Fox,P7225,13,4.8
SUP9339,"Dalton, Campbell and Rose",P4979,12,4.1
SUP9340,"Davis, Howard and Cantrell",P6601,20,4.4
SUP9341,"Newton, Walker and Terry",P7430,10,3.5
SUP9342,Villarreal-Anderson,P4006,5,3.7
SUP9343,Osborne LLC,P7821,10,4.4
SUP9344,Chaney LLC,P8412,6,2.7
SUP9345,Thomas-Martinez,P3967,16,3.7
SUP9346,Johnson Ltd,P7496,4,2.8
SUP9347,"Cook, Ramsey and Jones",P282,16,2.7
SUP9348,"Wang, Edwards and Hernandez",P9048,4,3.2
SUP9349,Cruz-Benson,P8839,19,2.8
SUP9350,"Ramos, Anderson and Diaz",P7543,6,3.0
SUP9351,Moreno-Kirby,P2896,6,4.2
SUP9352,Adams and Sons,P2078,12,3.0
SUP9353,"Morales, Andrews and Floyd",P776,11,3.9
SUP9354,Graham-Villarreal,P2200,15,3.4
SUP9355,Brooks Group,P2731,3,4.8
SUP9356,Miller-Gonzalez,P7938,13,3.5
SUP9357,"Johnson, King and Anderson",P897,9,4.1
SUP9358,"English, Santana and Estrada",P3908,14,3.9
SUP9359,Harris-Coleman,P74,18,3.9
SUP9360,Koch-Little,P2856,9,3.9
