sale_id,product_id,customer_id,quantity_sold,sale_date,revenue,discount,region
S7695,P2205,C506,9,2025-02-20,222723,0,Pune
S7696,P7425,C7815,12,2026-03-19,539916,0,Chandigarh
S7697,P2787,C2155,18,2024-11-24,283662,15,Mumbai
S7698,P6005,C4788,20,2025-04-16,943040,15,Chandigarh
S7699,P178,C6113,11,2025-10-19,127193,5,Jaipur
S7700,P2132,C4385,11,2025-08-08,37037,5,Delhi
S7701,P7927,C7622,16,2025-12-11,175968,5,Jaipur
S7702,P7274,C4690,18,2026-02-10,874782,5,Bangalore
S7703,P131,C9681,13,2025-01-27,37050,0,Delhi
S7704,P4874,C1952,12,2026-02-15,328152,0,Mumbai
S7705,P6459,C1808,1,2024-10-24,34326,15,Bangalore
S7706,P8801,C2233,13,2026-05-12,338442,15,Chandigarh
S7707,P8552,C4793,9,2025-09-16,395262,10,Jaipur
S7708,P1774,C1384,11,2024-06-27,378334,5,Pune
S7709,P1184,C1092,10,2024-08-19,68190,0,Jaipur
S7710,P7246,C28,8,2026-02-15,68264,10,Delhi
S7711,P3546,C1810,11,2026-02-16,517407,0,Jaipur
S7712,P5354,C5673,20,2026-04-24,751520,10,Chandigarh
S7713,P8032,C8289,17,2024-08-03,811699,5,Pune
S7714,P4705,C4197,3,2026-01-16,101907,5,Delhi
S7715,P2003,C7405,18,2026-05-28,881244,0,Jaipur
S7716,P6823,C1115,13,2026-02-08,206895,15,Pune
S7717,P7123,C7533,20,2026-05-24,324000,15,Pune
S7718,P6707,C5612,13,2025-10-10,366353,10,Pune
S7719,P3555,C6941,12,2025-04-16,240744,15,Bangalore
S7720,P3123,C1238,12,2025-09-25,179640,0,Jaipur
S7721,P9340,C7398,20,2026-03-05,618380,5,Bangalore
S7722,P3143,C2343,9,2026-04-14,187821,5,Bangalore
S7723,P5665,C1528,12,2024-11-10,22956,5,Mumbai
S7724,P2781,C613,19,2025-03-29,907459,10,Chandigarh
S7725,P9058,C1868,9,2026-04-12,92403,15,Delhi
S7726,P578,C5765,4,2025-07-20,151844,5,Pune
S7727,P3669,C1314,3,2026-04-01,13971,10,Chandigarh
S7728,P3140,C8105,14,2024-06-15,355530,0,Delhi
S7729,P5594,C6272,14,2024-11-05,541030,15,Mumbai
S7730,P6975,C4090,3,2025-12-07,126729,10,Mumbai
S7731,P8994,C8669,5,2024-08-30,50615,5,Mumbai
S7732,P2774,C3636,9,2024-11-21,289926,15,Bangalore
S7733,P4359,C7593,6,2025-11-06,66132,5,Bangalore
S7734,P5092,C2320,1,2024-11-09,39649,10,Mumbai
S7735,P5547,C6089,19,2025-06-28,201438,10,Chandigarh
S7736,P3929,C6992,15,2024-08-23,306330,15,Delhi
S7737,P3669,C1116,5,2026-02-05,83255,15,Chandigarh
S7738,P2942,C1275,16,2025-05-18,576064,15,Bangalore
S7739,P649,C2783,9,2025-05-06,67347,10,Jaipur
S7740,P6895,C5405,12,2026-02-07,276456,15,Delhi
S7741,P7466,C101,7,2026-03-01,312438,10,Bangalore
S7742,P6856,C2453,14,2026-01-20,474474,5,Delhi
S7743,P740,C3643,11,2025-06-09,482119,10,Mumbai
S7744,P9791,C3169,12,2024-12-20,268368,10,Pune
S7745,P8920,C8490,10,2026-02-09,127530,5,Jaipur
S7746,P9818,C660,3,2025-06-29,49278,0,Pune
S7747,P5564,C2978,3,2026-01-03,116472,10,Chandigarh
S7748,P6680,C2469,11,2024-07-19,96811,15,Bangalore
S7749,P1702,C110,13,2025-03-22,13377,0,Chandigarh
S7750,P4761,C5515,13,2025-12-18,203554,0,Chandigarh
S7751,P5793,C3173,13,2025-03-18,624871,5,Chandigarh
S7752,P8373,C7643,18,2025-05-20,145566,5,Chandigarh
S7753,P1936,C1547,9,2026-01-26,362538,5,Delhi
S7754,P1145,C5663,13,2026-01-13,100399,10,Pune
S7755,P6582,C940,14,2024-10-15,524762,10,Chandigarh
S7756,P3005,C9458,14,2024-10-11,143724,15,Jaipur
S7757,P2832,C7883,7,2025-10-28,348040,10,Jaipur
S7758,P9063,C5335,1,2025-03-22,41044,0,Jaipur
S7759,P2956,C9836,2,2024-12-22,83180,15,Bangalore
S7760,P7690,C3900,6,2024-09-27,206130,5,Delhi
S7761,P9133,C9158,7,2026-01-04,320740,10,Chandigarh
S7762,P9262,C1064,20,2026-03-14,897620,15,Mumbai
S7763,P4951,C9099,5,2025-05-22,184215,0,Pune
S7764,P6287,C3431,1,2024-06-17,13018,0,Delhi
S7765,P1740,C6498,2,2026-01-30,68402,15,Bangalore
S7766,P8995,C3541,15,2024-12-19,279885,5,Bangalore
S7767,P8276,C9823,1,2026-04-17,5158,5,Bangalore
S7768,P4556,C6501,15,2025-11-09,292590,0,Mumbai
S7769,P6945,C8840,19,2025-06-10,512411,15,Chandigarh
S7770,P775,C5666,14,2024-08-25,61502,10,Pune
S7771,P9318,C9201,10,2024-12-08,359650,10,Pune
S7772,P2515,C6020,18,2025-12-03,208116,0,Delhi
S7773,P3801,C1100,3,2025-08-24,145992,5,Bangalore
S7774,P6956,C5618,1,2025-04-07,31185,15,Chandigarh
S7775,P1543,C4791,7,2026-03-16,30310,15,Jaipur
S7776,P2019,C1713,10,2025-01-23,161570,5,Pune
S7777,P3414,C5374,5,2026-05-11,82370,0,Bangalore
S7778,P3568,C3571,8,2025-01-14,342400,15,Pune
S7779,P4742,C5071,14,2024-11-22,77868,10,Bangalore
S7780,P5361,C7211,5,2024-09-13,68530,10,Mumbai
S7781,P6786,C6114,8,2026-03-15,377360,5,Bangalore
S7782,P5784,C8669,9,2025-07-25,357525,10,Jaipur
S7783,P6260,C5960,6,2026-04-22,166152,15,Chandigarh
S7784,P8154,C4651,6,2024-09-20,30498,5,Jaipur
S7785,P3857,C8630,2,2025-04-21,95488,10,Delhi
S7786,P8232,C6555,9,2024-10-01,435051,15,Bangalore
S7787,P9366,C9683,10,2025-08-03,183250,15,Delhi
S7788,P4206,C2513,4,2025-02-04,191052,0,Delhi
S7789,P2463,C179,10,2025-08-04,94760,5,Pune
S7790,P5364,C3795,1,2025-01-01,10431,5,Jaipur
S7791,P6765,C5264,11,2026-03-29,244816,15,Delhi
S7792,P5774,C7720,7,2024-08-11,67690,0,Chandigarh
S7793,P259,C6551,11,2025-10-06,463793,0,Pune
S7794,P9083,C6370,14,2025-08-14,326928,0,Bangalore
S7795,P6917,C9730,14,2025-05-13,377692,5,Bangalore
S7796,P8725,C4685,3,2024-06-02,46713,0,Mumbai
S7797,P8706,C3385,13,2025-09-12,604292,5,Delhi
S7798,P1838,C6589,4,2025-09-26,17248,0,Pune
S7799,P8511,C882,15,2025-10-20,736395,15,Bangalore
S7800,P3547,C4995,5,2024-12-10,211320,0,Bangalore
S7801,P2065,C2173,6,2024-11-25,132660,10,Delhi
S7802,P3102,C7796,4,2025-07-16,165824,0,Pune
S7803,P3097,C7883,4,2025-03-09,179120,5,Chandigarh
S7804,P3425,C1476,14,2024-11-21,257208,0,Jaipur
S7805,P9481,C6979,19,2025-02-23,156237,0,Bangalore
S7806,P6495,C9439,8,2025-09-12,314496,15,Mumbai
S7807,P7785,C1533,9,2024-06-26,115587,10,Mumbai
S7808,P8583,C8599,13,2025-12-15,445679,5,Delhi
S7809,P8197,C7012,13,2024-10-02,221286,0,Bangalore
S7810,P2573,C5956,16,2026-05-28,605872,0,Mumbai
S7811,P4967,C601,18,2026-01-25,193320,10,Jaipur
S7812,P2427,C5150,11,2024-07-09,65109,10,Chandigarh
S7813,P3623,C2149,1,2025-07-18,20898,15,Jaipur
S7814,P3622,C4957,19,2025-05-24,348555,10,Delhi
S7815,P333,C6460,2,2024-08-24,48094,10,Delhi
S7816,P8521,C9269,15,2025-10-04,146265,15,Jaipur
S7817,P1025,C9490,3,2025-03-03,120135,15,Bangalore
S7818,P7103,C3621,18,2025-01-26,104346,0,Chandigarh
S7819,P5651,C9265,14,2026-05-26,543676,15,Jaipur
S7820,P7012,C9250,9,2026-05-27,127548,5,Pune
S7821,P7556,C1250,16,2026-01-19,142864,5,Chandigarh
S7822,P7733,C2060,16,2024-09-24,486176,15,Jaipur
S7823,P8900,C2292,19,2025-03-13,502398,0,Delhi
S7824,P2505,C300,8,2024-09-26,231224,0,Jaipur
S7825,P3345,C9393,12,2025-06-09,319920,5,Mumbai
S7826,P3653,C6236,1,2026-02-09,16858,0,Pune
S7827,P9065,C6508,15,2024-06-27,688485,10,Chandigarh
S7828,P2976,C4296,2,2025-05-09,96266,10,Delhi
S7829,P8208,C6340,10,2024-06-18,312420,0,Mumbai
S7830,P7036,C321,9,2025-08-01,323541,0,Jaipur
S7831,P9444,C1965,16,2025-11-12,574080,15,Jaipur
S7832,P1235,C1351,18,2024-11-23,298350,0,Delhi
S7833,P7731,C9556,2,2025-09-19,78682,0,Mumbai
S7834,P2704,C4867,5,2025-05-09,215335,10,Pune
S7835,P8486,C7841,2,2024-09-27,97506,15,Pune
S7836,P8717,C4724,19,2026-05-10,935256,0,Mumbai
S7837,P4154,C7441,12,2025-02-27,325320,0,Jaipur
S7838,P678,C7506,12,2024-10-16,284880,0,Bangalore
S7839,P3186,C6784,10,2025-12-11,66230,10,Delhi
S7840,P9164,C3782,9,2025-02-20,254889,5,Mumbai
S7841,P6651,C5077,9,2026-05-18,266265,5,Jaipur
S7842,P1005,C6547,9,2024-11-30,62658,15,Delhi
S7843,P6548,C1964,15,2024-07-28,600390,10,Bangalore
S7844,P3449,C6588,3,2025-11-27,39252,10,Chandigarh
S7845,P3700,C5931,5,2024-12-29,30155,0,Mumbai
S7846,P2214,C5600,17,2024-08-05,179180,0,Mumbai
S7847,P6759,C5917,1,2026-01-20,11282,10,Mumbai
S7848,P1229,C798,13,2025-10-05,630825,15,Jaipur
S7849,P7484,C6626,19,2024-10-12,271662,10,Chandigarh
S7850,P9621,C8706,4,2025-09-11,99496,10,Jaipur
S7851,P2354,C1887,19,2026-02-14,47538,15,Jaipur
S7852,P3353,C9580,15,2025-11-23,147885,5,Mumbai
S7853,P8955,C6390,11,2025-05-11,283184,0,Pune
S7854,P2729,C2505,18,2025-09-27,197460,0,Mumbai
S7855,P2396,C5057,2,2026-02-05,44062,15,Mumbai
S7856,P2707,C9570,5,2024-07-14,234190,5,Pune
S7857,P9289,C6716,15,2025-10-23,314115,15,Mumbai
S7858,P7223,C132,19,2026-03-21,167694,0,Bangalore
S7859,P7785,C4305,17,2024-10-28,660467,10,Jaipur
S7860,P4942,C5074,8,2025-01-21,175392,0,Mumbai
S7861,P393,C3922,20,2024-10-21,684780,15,Chandigarh
S7862,P8257,C9370,7,2025-11-27,140007,0,Delhi
S7863,P5466,C5505,17,2026-04-09,464644,0,Delhi
S7864,P8040,C7078,8,2025-01-10,143192,10,Mumbai
S7865,P6073,C8480,20,2025-12-31,596160,5,Bangalore
S7866,P8932,C1800,4,2026-01-15,167356,0,Chandigarh
S7867,P2691,C4108,17,2025-07-29,654228,5,Chandigarh
S7868,P654,C2565,1,2025-07-10,7848,5,Delhi
S7869,P771,C192,14,2026-01-31,596876,0,Bangalore
S7870,P6347,C6041,6,2025-03-13,90930,5,Chandigarh
S7871,P1121,C3520,6,2025-03-15,30192,0,Bangalore
S7872,P3072,C4108,16,2024-11-28,488176,15,Delhi
S7873,P4528,C621,6,2025-04-25,193932,15,Delhi
S7874,P5045,C4274,9,2025-04-19,38709,15,Bangalore
S7875,P3782,C9481,19,2025-01-28,323152,10,Pune
S7876,P4954,C7605,9,2025-08-27,262782,5,Mumbai
S7877,P9739,C3887,15,2026-01-28,358800,15,Pune
S7878,P3400,C8943,4,2026-05-09,89248,0,Delhi
S7879,P3453,C9770,14,2025-10-16,155638,15,Chandigarh
S7880,P3640,C1776,12,2026-01-07,18312,10,Pune
S7881,P1738,C7984,14,2026-05-12,186998,10,Mumbai
S7882,P5540,C8679,11,2024-12-13,533049,0,Mumbai
S7883,P3515,C3808,8,2026-03-14,393272,10,Delhi
S7884,P3163,C6978,3,2024-08-27,67674,15,Chandigarh
S7885,P7756,C2974,17,2025-06-03,347225,10,Delhi
S7886,P3101,C7451,1,2025-08-08,30071,5,Mumbai
S7887,P2653,C5206,8,2025-04-20,290584,15,Pune
S7888,P3665,C1522,3,2024-08-24,102408,10,Bangalore
S7889,P8832,C8055,15,2025-10-30,215910,0,Mumbai
S7890,P9104,C1157,19,2026-05-21,724147,0,Delhi
S7891,P4212,C7840,20,2024-12-04,502260,15,Pune
S7892,P9618,C7840,9,2025-12-22,333306,15,Delhi
S7893,P614,C6253,9,2025-06-10,442647,0,Mumbai
S7894,P1496,C5863,1,2024-08-07,31849,10,Chandigarh
S7895,P5277,C280,20,2024-11-30,657180,15,Delhi
S7896,P7472,C8410,20,2025-08-08,954980,0,Bangalore
S7897,P2801,C4664,3,2026-02-18,39438,0,Mumbai
S7898,P1555,C6660,10,2026-04-21,212400,15,Delhi
S7899,P7714,C943,6,2024-09-11,8460,15,Jaipur
S7900,P7983,C7278,17,2025-01-28,183515,5,Jaipur
S7901,P4667,C7796,14,2026-05-15,331772,15,Pune
S7902,P1735,C3826,9,2026-01-31,139779,5,Pune
S7903,P2117,C5684,13,2025-05-13,199095,5,Jaipur
S7904,P4412,C9263,15,2025-03-02,24675,15,Chandigarh
S7905,P8105,C509,4,2025-12-19,69884,15,Chandigarh
S7906,P9672,C5744,1,2024-06-08,4300,5,Delhi
S7907,P5996,C6861,1,2024-12-29,38727,5,Jaipur
S7908,P271,C3796,19,2025-07-17,310346,15,Jaipur
S7909,P1487,C7927,7,2024-06-14,274582,5,Chandigarh
S7910,P7316,C4360,11,2025-04-21,366795,15,Jaipur
S7911,P4834,C485,14,2025-02-11,14938,0,Chandigarh
S7912,P206,C9658,4,2025-05-28,20820,5,Jaipur
S7913,P6142,C8275,1,2024-09-30,46825,15,Pune
S7914,P8498,C578,10,2025-05-22,345610,0,Bangalore
S7915,P6796,C3574,17,2025-03-15,624291,0,Chandigarh
S7916,P8122,C5840,7,2025-12-04,208614,15,Mumbai
S7917,P4263,C1289,6,2025-12-03,254940,5,Mumbai
S7918,P5367,C2078,10,2026-05-13,375750,5,Delhi
S7919,P7183,C1703,12,2025-07-25,242232,5,Delhi
S7920,P7489,C5515,6,2024-09-06,213372,15,Chandigarh
S7921,P9246,C8809,12,2026-01-21,87696,15,Mumbai
S7922,P2514,C9209,7,2026-04-23,297577,5,Chandigarh
S7923,P4152,C7715,15,2025-08-23,408720,15,Bangalore
S7924,P8560,C9756,16,2025-07-16,321408,5,Chandigarh
S7925,P1743,C9362,13,2024-09-09,564057,0,Delhi
S7926,P8978,C2474,15,2024-09-03,170175,15,Bangalore
S7927,P3479,C3195,16,2026-01-04,164304,0,Pune
S7928,P4579,C3198,14,2024-07-05,441000,0,Jaipur
S7929,P4291,C538,11,2026-04-26,98901,0,Jaipur
S7930,P9715,C4443,10,2024-09-08,436780,15,Mumbai
S7931,P7333,C5890,11,2025-07-08,353089,0,Bangalore
S7932,P2357,C7298,20,2025-02-02,504380,0,Pune
S7933,P838,C8770,15,2024-06-22,509625,15,Jaipur
S7934,P2826,C6328,19,2026-03-16,543856,0,Bangalore
S7935,P7356,C1188,12,2026-04-28,562188,10,Pune
S7936,P8689,C1998,19,2026-01-31,399494,10,Bangalore
S7937,P1014,C3502,15,2025-08-28,96075,0,Pune
S7938,P233,C2747,5,2024-11-22,95625,10,Chandigarh
S7939,P623,C9552,20,2025-10-19,569260,5,Delhi
S7940,P5733,C2050,8,2024-08-31,311624,0,Mumbai
S7941,P3326,C5177,6,2025-08-22,114270,15,Delhi
S7942,P3671,C4754,6,2024-11-03,186774,10,Pune
S7943,P948,C8111,14,2025-03-10,214676,10,Jaipur
S7944,P5725,C8509,13,2024-08-07,527618,15,Mumbai
S7945,P452,C8940,4,2025-02-26,133388,15,Jaipur
S7946,P4289,C6152,7,2026-02-16,164150,5,Bangalore
S7947,P9055,C4355,3,2025-02-14,78879,0,Delhi
S7948,P4456,C7028,11,2024-06-27,528209,15,Bangalore
S7949,P8597,C8314,16,2025-09-19,723600,0,Delhi
S7950,P7873,C4424,9,2026-05-07,9063,10,Chandigarh
S7951,P1401,C4216,10,2025-02-14,45510,15,Chandigarh
S7952,P1455,C6001,18,2025-07-09,891198,10,Chandigarh
S7953,P9250,C2464,14,2025-04-28,539644,0,Pune
S7954,P7363,C7449,5,2024-11-10,144185,5,Delhi
S7955,P341,C1549,4,2024-12-11,167960,15,Bangalore
S7956,P9253,C7369,16,2024-07-31,376736,10,Mumbai
S7957,P5634,C4926,20,2025-12-22,869660,15,Pune
S7958,P7392,C7669,6,2025-01-19,49650,5,Mumbai
S7959,P9093,C4475,8,2025-08-25,73568,0,Chandigarh
S7960,P5283,C3549,4,2025-08-17,76032,15,Pune
S7961,P1680,C6199,1,2026-03-14,13074,0,Jaipur
S7962,P6793,C2169,17,2025-12-06,734400,10,Chandigarh
S7963,P1934,C9034,10,2026-04-25,407400,0,Mumbai
S7964,P2984,C8668,15,2025-02-10,445245,10,Pune
S7965,P5237,C8705,20,2025-02-23,225060,5,Pune
S7966,P2680,C3668,10,2026-03-29,357360,0,Jaipur
S7967,P9112,C7028,14,2026-03-18,406672,10,Pune
S7968,P9049,C1481,4,2024-11-22,25140,10,Jaipur
S7969,P109,C3707,2,2025-03-18,29030,15,Mumbai
S7970,P9004,C9850,17,2025-10-06,384676,10,Mumbai
S7971,P9536,C9154,10,2025-10-21,470750,5,Mumbai
S7972,P1830,C1859,16,2026-01-15,266048,15,Jaipur
S7973,P2292,C7160,16,2025-03-23,173408,15,Mumbai
S7974,P8798,C7158,1,2025-12-30,24949,5,Bangalore
S7975,P8766,C5963,12,2026-04-03,451380,15,Bangalore
S7976,P4936,C8296,8,2025-06-01,27656,15,Delhi
S7977,P3840,C7986,20,2025-02-24,434500,5,Chandigarh
S7978,P148,C7062,11,2024-12-09,312895,10,Jaipur
S7979,P6375,C2935,20,2024-07-30,493620,5,Jaipur
S7980,P3060,C2499,8,2024-07-29,303088,15,Chandigarh
S7981,P9669,C4827,19,2025-10-22,21964,5,Jaipur
S7982,P9635,C5854,11,2025-11-20,173492,0,Pune
S7983,P1796,C6650,18,2025-05-30,748908,10,Mumbai
S7984,P2419,C3098,8,2024-11-09,62064,10,Bangalore
S7985,P9422,C2734,5,2024-06-07,184620,10,Mumbai
S7986,P4429,C7277,19,2025-03-08,351120,10,Delhi
S7987,P5596,C6811,11,2024-11-11,529661,0,Jaipur
S7988,P4791,C307,16,2026-03-02,449440,0,Pune
S7989,P4644,C3038,14,2025-05-18,425320,0,Chandigarh
S7990,P5208,C3409,18,2025-03-29,463572,15,Chandigarh
S7991,P9663,C2236,6,2025-07-13,268074,0,Jaipur
S7992,P9463,C9795,8,2025-07-11,359672,10,Jaipur
S7993,P3583,C6853,14,2025-09-10,626052,10,Delhi
S7994,P8883,C2406,6,2024-11-20,162072,10,Bangalore
S7995,P3229,C2878,12,2025-07-04,254028,0,Chandigarh
S7996,P4226,C7503,10,2025-01-26,497900,5,Delhi
S7997,P726,C8663,13,2025-04-01,29393,5,Pune
S7998,P6020,C8679,2,2025-01-31,78676,0,Mumbai
S7999,P7095,C4963,5,2025-05-12,174835,10,Delhi
S8000,P9579,C9365,8,2024-06-25,278616,5,Jaipur
S8001,P227,C2382,4,2026-03-12,101124,5,Mumbai
S8002,P5175,C3088,6,2025-07-09,143160,10,Bangalore
S8003,P8850,C7024,16,2025-04-10,704144,0,Pune
S8004,P8542,C3976,7,2025-10-09,145446,0,Delhi
S8005,P3047,C5265,5,2026-02-27,94695,10,Bangalore
S8006,P7030,C150,18,2024-09-25,887328,0,Bangalore
S8007,P2136,C680,8,2026-05-11,94960,15,Delhi
S8008,P682,C5492,11,2024-11-08,202785,5,Pune
S8009,P9665,C5910,7,2026-01-18,108976,0,Bangalore
S8010,P3993,C5745,10,2025-01-31,100360,0,Delhi
S8011,P7285,C226,11,2024-12-09,265045,0,Chandigarh
S8012,P9705,C496,8,2025-07-10,218672,0,Delhi
S8013,P1197,C3016,8,2024-12-28,212304,10,Chandigarh
S8014,P2487,C5879,10,2024-12-10,339690,10,Bangalore
S8015,P337,C2312,12,2025-02-07,28092,10,Bangalore
S8016,P2264,C7125,4,2025-07-23,99800,0,Chandigarh
S8017,P4530,C2266,1,2025-08-02,9485,10,Mumbai
S8018,P1066,C260,12,2025-09-14,264432,0,Jaipur
S8019,P1820,C124,12,2024-06-15,31500,10,Bangalore
S8020,P6692,C7919,19,2024-10-14,641174,10,Bangalore
S8021,P6857,C3246,16,2025-06-03,711856,15,Pune
S8022,P3581,C5470,20,2026-01-07,543520,15,Delhi
S8023,P2040,C3514,19,2025-04-16,211489,5,Chandigarh
S8024,P3859,C8007,7,2024-11-04,220906,15,Pune
S8025,P5370,C3840,14,2024-11-20,377608,15,Bangalore
S8026,P317,C530,1,2026-01-05,43899,5,Chandigarh
S8027,P3250,C7502,6,2024-07-16,245406,0,Pune
S8028,P2666,C3259,7,2025-05-31,83552,5,Mumbai
S8029,P9691,C8738,11,2025-03-11,61919,5,Chandigarh
S8030,P2394,C3314,16,2026-02-21,220928,0,Bangalore
S8031,P4876,C2034,19,2024-11-22,943065,0,Chandigarh
S8032,P3588,C7994,7,2025-09-21,324562,5,Pune
S8033,P1132,C5400,4,2025-03-09,74080,0,Pune
S8034,P6182,C8222,3,2024-10-17,49989,0,Mumbai
S8035,P9863,C119,19,2025-09-20,747916,10,Jaipur
S8036,P3378,C5746,20,2025-07-17,149560,5,Bangalore
S8037,P8254,C7872,9,2024-07-20,333252,0,Bangalore
S8038,P741,C1395,1,2026-03-07,37305,15,Chandigarh
S8039,P4069,C8767,15,2025-02-21,300195,0,Mumbai
S8040,P9475,C1430,15,2025-05-27,685095,5,Delhi
S8041,P74,C4514,7,2026-04-13,232806,0,Chandigarh
S8042,P4773,C9052,4,2025-04-22,131544,10,Jaipur
S8043,P8529,C5601,17,2025-10-27,439399,15,Chandigarh
S8044,P4151,C2550,2,2025-12-13,69876,5,Mumbai
S8045,P1613,C1348,6,2025-07-06,188688,5,Mumbai
S8046,P7085,C565,17,2025-03-01,369903,15,Jaipur
S8047,P1079,C6924,2,2024-09-18,20186,15,Jaipur
S8048,P6170,C7420,3,2024-06-12,68307,5,Pune
S8049,P2718,C4661,12,2026-04-25,385272,5,Pune
S8050,P3923,C6264,4,2026-01-17,106420,0,Jaipur
S8051,P6481,C5757,4,2025-12-19,110028,10,Bangalore
S8052,P152,C4292,1,2025-01-04,5878,5,Bangalore
S8053,P8193,C70,18,2026-05-26,456678,15,Chandigarh
S8054,P454,C9733,18,2025-05-29,706212,15,Mumbai
S8055,P6099,C5487,14,2025-06-19,19166,0,Chandigarh
S8056,P7214,C5735,15,2025-06-06,79050,0,Pune
S8057,P1170,C3898,20,2026-04-04,545780,15,Delhi
S8058,P7166,C5122,2,2024-08-15,21386,5,Jaipur
S8059,P5760,C3517,6,2025-01-02,212406,10,Jaipur
S8060,P2221,C1613,11,2024-11-20,284493,10,Jaipur
S8061,P9769,C2365,1,2025-10-12,35037,0,Bangalore
S8062,P1112,C878,18,2024-08-04,866124,5,Delhi
S8063,P9412,C9064,19,2026-01-27,853917,10,Mumbai
S8064,P1519,C7150,16,2025-06-11,277024,15,Delhi
S8065,P3959,C3267,7,2025-12-03,41307,10,Chandigarh
S8066,P6134,C2954,17,2025-08-13,73049,10,Mumbai
S8067,P3190,C7321,10,2025-06-23,396970,10,Delhi
S8068,P4547,C6635,15,2026-01-03,522270,5,Jaipur
S8069,P8941,C2820,19,2024-10-22,332291,10,Delhi
S8070,P9959,C1826,2,2024-05-28,61400,0,Chandigarh
S8071,P9969,C3115,7,2026-01-27,314643,10,Mumbai
S8072,P8516,C3344,15,2024-12-27,723450,5,Chandigarh
S8073,P5388,C9235,12,2026-05-04,165996,0,Mumbai
S8074,P9587,C9891,4,2024-09-21,10016,0,Jaipur
S8075,P6233,C2586,11,2026-03-21,311509,10,Chandigarh
S8076,P5363,C3115,10,2025-01-05,360780,10,Chandigarh
S8077,P6689,C1593,17,2026-01-03,393329,0,Chandigarh
S8078,P5824,C4338,15,2025-10-11,113490,10,Mumbai
S8079,P5738,C4350,10,2025-11-09,346220,10,Jaipur
S8080,P4985,C8424,20,2026-03-04,527540,0,Delhi
S8081,P8749,C9983,10,2024-06-28,221030,5,Mumbai
S8082,P5917,C8263,18,2025-03-18,305676,5,Pune
S8083,P6108,C5433,1,2026-03-29,4649,0,Chandigarh
S8084,P8374,C5233,8,2024-09-12,206480,0,Pune
S8085,P4426,C9486,8,2025-04-15,248712,15,Mumbai
S8086,P2052,C8985,15,2026-03-04,180450,5,Mumbai
S8087,P3882,C9921,20,2025-10-28,125520,10,Bangalore
S8088,P5458,C9512,10,2025-05-06,253670,15,Delhi
S8089,P5747,C3043,10,2024-10-13,486530,15,Delhi
S8090,P1605,C5180,4,2025-04-03,5808,5,Mumbai
S8091,P4050,C4266,20,2025-10-06,810320,10,Jaipur
S8092,P1491,C2565,15,2025-08-27,696990,0,Delhi
S8093,P4648,C691,2,2025-03-20,94126,0,Jaipur
S8094,P782,C8487,12,2026-02-24,263304,0,Pune
S8095,P9193,C6635,7,2024-10-02,330162,5,Jaipur
S8096,P2287,C9633,3,2025-12-03,138144,15,Jaipur
S8097,P6051,C6194,14,2026-03-19,656250,15,Chandigarh
S8098,P1784,C8981,20,2026-01-25,76920,5,Jaipur
S8099,P3841,C2153,9,2024-07-03,90261,15,Pune
S8100,P8744,C754,1,2025-09-09,2491,10,Bangalore
S8101,P8100,C7831,6,2024-12-08,153696,0,Jaipur
S8102,P7167,C4749,4,2024-10-28,170508,10,Delhi
S8103,P6402,C4288,3,2025-11-17,120129,10,Chandigarh
S8104,P3065,C3974,7,2025-08-31,304815,5,Chandigarh
S8105,P2711,C2486,3,2025-12-11,124416,5,Jaipur
S8106,P6569,C4208,20,2024-07-25,538960,10,Chandigarh
S8107,P2355,C5955,19,2025-02-26,113867,0,Mumbai
S8108,P7666,C8344,8,2024-09-08,114608,15,Pune
S8109,P3604,C5985,19,2025-12-27,123994,15,Mumbai
S8110,P5794,C6334,20,2025-06-07,722080,15,Chandigarh
S8111,P1746,C6022,14,2024-08-27,459928,10,Jaipur
S8112,P1964,C5573,19,2026-04-14,458299,15,Jaipur
S8113,P3559,C9225,4,2025-01-31,87208,10,Jaipur
S8114,P1801,C3426,7,2025-03-01,316897,5,Chandigarh
S8115,P7262,C5187,17,2026-05-24,522563,15,Delhi
S8116,P7930,C7368,12,2025-01-07,263532,10,Jaipur
S8117,P3800,C7618,17,2024-10-17,184824,5,Delhi
S8118,P505,C7050,5,2025-06-24,115450,0,Pune
S8119,P9530,C7832,11,2024-06-27,61424,15,Pune
S8120,P3681,C4181,7,2026-01-27,346073,10,Bangalore
S8121,P8982,C5708,14,2026-04-13,492828,0,Chandigarh
S8122,P6522,C84,16,2026-05-25,75280,10,Bangalore
S8123,P7766,C1025,12,2026-02-06,446892,0,Bangalore
S8124,P1934,C9370,7,2025-02-25,89327,10,Chandigarh
S8125,P341,C8409,18,2026-03-29,296964,15,Chandigarh
S8126,P7878,C4461,15,2025-11-12,425520,0,Jaipur
S8127,P6549,C3574,6,2024-11-12,24600,10,Mumbai
S8128,P4526,C4899,10,2024-07-12,76580,5,Chandigarh
S8129,P2200,C4167,15,2026-02-17,503130,0,Mumbai
S8130,P1624,C4751,16,2024-12-03,498160,10,Pune
S8131,P3416,C1783,2,2025-03-01,32190,10,Mumbai
S8132,P4746,C2554,4,2025-11-17,55000,0,Bangalore
S8133,P130,C6216,2,2026-05-16,3534,0,Bangalore
S8134,P3881,C1891,3,2025-12-16,62607,10,Chandigarh
S8135,P4813,C5913,2,2025-09-12,25494,0,Delhi
S8136,P7207,C8638,1,2026-03-10,41950,5,Jaipur
