inventory_id,product_id,warehouse_id,stock_quantity,reorder_level,safety_stock,damaged_stock,last_updated
I7181,P6706,W4689,611,143,89,6,2025-08-05
I7182,P3335,W5650,927,156,78,1,2026-01-06
I7183,P1295,W5809,163,100,13,12,2026-03-17
I7184,P6784,W3001,814,71,58,8,2025-11-17
I7185,P2184,W9439,186,20,85,7,2026-01-16
I7186,P7194,W53,552,109,26,4,2025-09-27
I7187,P3432,W4962,95,75,38,6,2025-12-09
I7188,P3978,W1902,879,128,8,15,2025-06-01
I7189,P2699,W2712,585,95,70,9,2025-07-13
I7190,P8360,W6241,394,30,95,9,2025-10-08
I7191,P4265,W5072,44,170,81,20,2025-10-25
I7192,P1622,W8855,248,37,54,12,2025-07-21
I7193,P3265,W9751,540,62,9,5,2025-07-27
I7194,P9347,W2964,924,33,21,17,2025-09-02
I7195,P1302,W5023,779,57,15,13,2025-07-20
I7196,P3932,W1819,204,188,78,18,2025-07-28
I7197,P9068,W6183,963,157,86,0,2026-01-04
I7198,P1083,W1598,655,40,75,0,2025-06-22
I7199,P1781,W7620,851,169,33,6,2025-07-08
I7200,P7134,W31,616,90,73,1,2025-09-08
I7201,P6007,W5296,233,48,97,16,2026-01-13
I7202,P7849,W285,925,114,52,0,2026-05-06
I7203,P3482,W9466,265,99,36,6,2026-02-10
I7204,P894,W4036,723,55,79,5,2025-08-14
I7205,P5494,W8798,595,125,73,17,2025-09-11
I7206,P778,W5611,394,165,26,16,2025-11-25
I7207,P3858,W6447,424,54,77,6,2025-12-06
I7208,P800,W4760,837,47,90,0,2026-05-26
I7209,P8503,W4466,875,16,80,0,2026-04-02
I7210,P3824,W4387,26,70,78,8,2026-01-06
I7211,P3136,W7463,253,99,59,1,2025-09-19
I7212,P3727,W5600,195,103,19,9,2026-01-26
I7213,P287,W2200,801,27,93,1,2026-05-28
I7214,P3728,W9830,233,10,92,19,2026-01-04
I7215,P4767,W8937,122,195,77,15,2026-05-03
I7216,P47,W247,192,103,67,8,2025-11-26
I7217,P4274,W6466,726,167,74,7,2025-07-14
I7218,P3429,W8415,405,103,39,11,2026-05-23
I7219,P6167,W3127,28,145,42,7,2025-07-22
I7220,P7865,W1568,182,199,60,12,2026-04-26
I7221,P7453,W8145,821,156,9,11,2026-05-07
I7222,P8702,W5501,784,85,31,8,2025-10-06
I7223,P4545,W9912,233,87,80,17,2025-07-25
I7224,P7139,W748,297,11,24,7,2026-03-22
I7225,P8049,W3351,727,11,74,17,2026-05-24
I7226,P6028,W7773,47,74,58,9,2025-09-25
I7227,P8321,W6293,630,12,78,16,2026-04-25
I7228,P1454,W2629,574,180,51,13,2025-09-14
I7229,P3689,W2447,247,145,36,1,2026-01-04
I7230,P7375,W853,226,196,48,6,2026-05-20
I7231,P835,W116,474,166,25,16,2025-07-13
I7232,P2265,W9716,231,127,87,1,2025-10-27
I7233,P6839,W679,129,134,45,12,2025-08-12
I7234,P753,W7058,888,155,29,20,2026-03-06
I7235,P2638,W9717,722,59,13,10,2026-01-03
I7236,P4172,W1205,152,163,76,11,2025-12-25
I7237,P2777,W2801,938,26,29,18,2025-09-02
I7238,P3698,W7310,795,170,52,16,2025-06-20
I7239,P682,W9552,914,159,93,14,2026-04-29
I7240,P455,W6483,506,65,32,20,2025-08-19
I7241,P4799,W566,608,86,72,16,2025-10-01
I7242,P4461,W1750,85,195,30,7,2025-08-15
I7243,P9374,W4471,608,12,85,2,2026-03-31
I7244,P704,W7,858,181,83,4,2025-11-23
I7245,P3291,W6838,633,24,54,0,2026-05-24
I7246,P2117,W1070,98,132,18,17,2026-02-10
I7247,P5468,W7076,241,171,59,19,2026-03-10
I7248,P8727,W1750,977,55,95,3,2026-01-21
I7249,P1284,W6201,995,106,32,17,2026-05-20
I7250,P2890,W5969,642,123,97,11,2026-04-16
I7251,P1230,W3404,224,51,16,7,2025-10-23
I7252,P7899,W7189,917,147,46,3,2025-09-29
I7253,P8511,W9483,703,93,32,0,2025-12-19
I7254,P4916,W4195,969,110,13,15,2025-06-18
I7255,P8077,W713,522,151,42,12,2026-02-12
I7256,P1683,W3781,766,149,35,14,2025-06-10
I7257,P4172,W7961,210,29,63,9,2025-09-13
I7258,P5500,W6890,877,74,59,13,2025-10-04
I7259,P3605,W7289,95,148,67,4,2026-02-17
I7260,P3410,W9078,335,80,92,12,2025-06-23
I7261,P166,W3405,60,48,89,9,2026-02-05
I7262,P7758,W6271,391,110,93,16,2025-10-19
I7263,P3933,W5095,161,125,91,1,2026-03-29
I7264,P2272,W5730,417,109,19,14,2025-08-03
I7265,P6794,W9891,47,158,91,18,2026-02-16
I7266,P5066,W3314,509,80,75,17,2026-02-05
I7267,P3367,W6139,430,23,57,13,2026-01-28
I7268,P9714,W4257,973,16,32,19,2025-07-23
I7269,P9966,W2313,919,23,25,20,2026-01-08
I7270,P1996,W4478,795,102,95,20,2026-03-23
I7271,P7886,W721,373,194,79,19,2025-09-21
I7272,P1058,W1356,60,34,11,13,2026-01-08
I7273,P5690,W3390,805,11,52,14,2026-05-17
I7274,P8301,W2971,381,19,40,12,2026-03-09
I7275,P399,W6018,592,78,95,20,2025-10-02
I7276,P8989,W696,77,197,86,20,2025-09-06
I7277,P9337,W4962,815,11,6,20,2026-05-23
I7278,P6120,W1000,290,154,58,3,2025-12-11
I7279,P8533,W437,191,39,81,8,2026-02-23
I7280,P410,W5790,468,197,93,11,2025-12-28
I7281,P566,W9471,459,88,96,13,2025-12-09
I7282,P5940,W46,704,55,93,16,2025-09-11
I7283,P5715,W9666,158,92,34,15,2026-05-22
I7284,P147,W3399,723,94,55,8,2026-02-01
I7285,P2477,W1475,445,150,71,13,2025-07-30
I7286,P2494,W7250,265,49,60,2,2025-09-11
I7287,P7739,W1473,829,100,11,9,2025-10-30
I7288,P312,W6920,552,100,35,1,2026-02-11
I7289,P2686,W3273,867,24,24,6,2026-04-18
I7290,P5578,W4791,382,94,79,4,2026-04-06
I7291,P8692,W6266,450,59,22,12,2025-11-20
I7292,P520,W853,930,30,93,8,2025-11-27
I7293,P3296,W7737,466,12,72,19,2026-03-19
I7294,P756,W4356,332,130,33,19,2026-01-12
I7295,P7712,W5746,398,131,69,5,2025-06-11
I7296,P637,W4179,318,170,70,9,2026-03-26
I7297,P4730,W525,414,199,49,15,2025-10-28
I7298,P2851,W7699,773,83,78,0,2026-04-18
I7299,P8972,W7879,439,73,59,3,2025-12-01
I7300,P6301,W6453,303,106,70,18,2025-06-09
I7301,P3376,W751,1,192,9,4,2026-04-07
I7302,P4009,W8763,193,113,37,14,2025-07-28
I7303,P9078,W3385,505,61,85,9,2026-01-21
I7304,P3311,W9374,17,25,75,14,2025-11-30
I7305,P2375,W9952,659,38,22,17,2026-02-09
I7306,P6136,W2629,789,164,40,6,2026-02-16
I7307,P1814,W248,324,118,12,10,2025-11-05
I7308,P988,W5001,412,154,30,13,2026-02-16
I7309,P4518,W3511,1,102,80,13,2026-03-18
I7310,P7548,W6826,206,74,22,16,2026-04-06
I7311,P6790,W3495,302,19,83,5,2025-07-14
I7312,P2743,W8093,266,129,87,1,2026-03-12
I7313,P1905,W6362,865,161,64,19,2025-06-03
I7314,P3399,W6028,621,171,22,5,2025-07-01
I7315,P7922,W4263,454,194,49,9,2025-09-12
I7316,P7354,W2740,253,84,96,15,2025-10-31
I7317,P8775,W9758,97,25,15,5,2025-07-13
I7318,P1194,W2447,99,193,47,1,2025-12-15
I7319,P838,W3974,695,47,65,15,2026-02-01
I7320,P5161,W8978,951,144,17,5,2025-06-30
I7321,P1699,W3532,884,191,86,16,2026-02-03
I7322,P5431,W9923,52,47,18,8,2026-02-09
I7323,P4788,W645,68,66,71,0,2026-02-19
I7324,P8519,W9578,35,104,49,5,2025-07-09
I7325,P9470,W3921,556,104,36,12,2025-12-30
I7326,P4741,W1095,79,32,57,8,2025-06-24
I7327,P6357,W5412,636,43,61,9,2025-12-19
I7328,P8116,W2065,486,101,56,20,2025-08-14
I7329,P9130,W1980,492,150,78,20,2025-07-06
I7330,P3922,W2795,231,142,87,14,2025-10-26
I7331,P2870,W3429,937,13,60,0,2025-08-06
I7332,P6529,W6921,6,184,70,6,2026-05-28
I7333,P1349,W1791,315,16,68,12,2026-02-10
I7334,P3959,W1907,986,114,53,10,2025-09-01
I7335,P2506,W913,7,27,16,16,2025-06-06
I7336,P1070,W6666,770,183,46,10,2025-10-15
I7337,P6194,W4997,662,28,60,9,2025-09-23
I7338,P5785,W2732,838,84,87,1,2025-06-12
I7339,P9521,W1130,33,115,42,12,2025-07-13
I7340,P2321,W1653,930,121,96,2,2026-04-28
I7341,P9903,W7834,799,40,47,6,2025-10-15
I7342,P2810,W2188,126,147,18,7,2025-11-27
I7343,P4191,W5799,854,125,76,14,2026-03-24
I7344,P4723,W846,975,113,87,16,2026-02-16
I7345,P5566,W2073,308,100,97,17,2025-07-24
I7346,P7942,W6660,397,11,46,0,2025-10-13
I7347,P930,W1155,331,44,27,14,2025-09-01
I7348,P8377,W1500,386,29,59,14,2025-08-02
I7349,P4111,W2075,403,166,47,14,2025-07-23
I7350,P663,W4461,486,145,66,13,2026-03-02
I7351,P2031,W360,215,61,36,1,2026-03-25
I7352,P6240,W7912,711,157,25,4,2026-04-11
I7353,P8821,W4540,442,148,6,2,2026-05-02
I7354,P5651,W4731,921,197,16,8,2025-08-30
I7355,P4155,W7285,883,16,79,17,2025-05-28
I7356,P3957,W4401,402,167,86,18,2026-05-04
I7357,P6427,W2861,567,111,31,1,2025-11-05
I7358,P6564,W6968,13,51,65,7,2025-06-30
I7359,P8244,W3613,632,170,5,1,2026-03-03
I7360,P4023,W4278,403,45,74,5,2025-07-20
I7361,P6459,W6844,586,176,42,14,2025-10-10
I7362,P864,W1677,7,79,79,7,2026-02-04
I7363,P9877,W3947,894,115,48,20,2026-03-13
I7364,P2586,W5235,616,74,14,20,2026-05-07
I7365,P5839,W3976,854,116,70,15,2026-04-06
I7366,P1669,W1355,722,89,65,19,2025-06-24
I7367,P4876,W284,15,158,58,2,2025-12-27
I7368,P7759,W7604,540,200,49,13,2025-08-24
I7369,P387,W8116,190,78,64,12,2026-02-23
I7370,P8134,W2266,994,58,64,9,2026-04-03
I7371,P5729,W54,588,191,45,5,2026-03-31
I7372,P9137,W699,323,185,63,16,2025-11-21
I7373,P384,W3086,508,23,61,15,2026-01-08
I7374,P1808,W7420,109,22,36,16,2025-06-14
I7375,P6130,W213,627,164,54,15,2025-11-30
I7376,P5926,W6102,461,53,69,16,2025-09-04
I7377,P5132,W5735,678,141,85,16,2025-08-04
I7378,P7843,W5417,205,131,95,11,2026-03-18
I7379,P7609,W5301,984,73,26,10,2026-03-25
I7380,P2434,W9654,463,125,74,18,2026-02-02
I7381,P3194,W8141,588,46,12,5,2025-12-24
I7382,P8729,W1444,987,165,52,6,2025-09-20
I7383,P6547,W9647,570,147,76,19,2025-11-24
I7384,P1140,W9212,451,72,32,18,2025-08-13
I7385,P2290,W8108,1,59,18,12,2026-02-14
I7386,P294,W5832,104,42,63,6,2026-04-12
I7387,P6546,W322,464,64,36,11,2025-08-11
I7388,P6599,W5405,94,190,36,14,2026-05-18
I7389,P7907,W5699,655,148,80,10,2025-12-27
I7390,P9126,W1237,179,98,23,2,2025-06-29
I7391,P5598,W3506,707,179,80,9,2025-08-22
I7392,P5764,W7618,549,69,59,1,2025-11-13
I7393,P8670,W9161,193,139,35,11,2025-06-05
I7394,P4429,W8027,43,36,68,15,2025-10-14
I7395,P9720,W3794,852,119,83,5,2025-06-16
I7396,P6614,W6787,773,183,69,14,2025-10-29
I7397,P5180,W2519,137,170,64,14,2026-03-13
I7398,P5643,W8254,140,60,60,15,2025-06-08
I7399,P5211,W2150,419,37,75,14,2026-02-11
I7400,P998,W7302,343,184,31,13,2025-11-15
I7401,P9905,W7948,687,95,93,18,2025-07-27
I7402,P2170,W1358,750,33,88,0,2025-07-13
I7403,P3244,W7301,282,131,32,11,2026-01-31
I7404,P7819,W3203,128,16,49,16,2026-02-23
I7405,P8066,W1992,445,169,51,10,2026-01-27
I7406,P9799,W2555,98,67,22,6,2025-06-28
I7407,P6241,W7290,415,181,11,14,2026-03-04
I7408,P8822,W5378,556,72,40,13,2025-07-20
I7409,P8941,W3879,901,119,28,20,2026-01-18
I7410,P9501,W7303,950,187,5,20,2025-09-26
I7411,P8996,W8525,1000,199,79,11,2025-10-20
I7412,P8592,W3575,960,115,33,1,2026-02-14
I7413,P821,W1663,853,35,54,10,2025-12-31
I7414,P3779,W7925,158,154,69,12,2025-06-09
I7415,P6015,W3742,986,188,94,5,2025-06-02
I7416,P2637,W7108,606,168,39,2,2026-03-06
I7417,P7067,W5848,710,80,94,5,2025-09-02
I7418,P7881,W9262,688,136,64,15,2025-08-14
I7419,P445,W1198,964,113,84,20,2025-07-18
I7420,P2578,W5494,727,100,75,20,2025-07-15
I7421,P9893,W2430,501,82,61,9,2026-02-09
I7422,P733,W9221,125,21,18,19,2025-05-28
I7423,P3178,W1075,32,197,34,1,2025-12-15
I7424,P2394,W8258,224,108,71,7,2025-09-28
I7425,P8749,W5923,202,33,38,15,2025-08-14
I7426,P8874,W247,173,29,64,16,2026-03-01
I7427,P2869,W2317,887,80,18,8,2025-12-29
I7428,P6811,W8896,786,64,5,17,2026-03-19
I7429,P3035,W2172,75,128,44,4,2025-10-04
I7430,P9047,W8236,722,141,92,19,2026-05-09
I7431,P2529,W2229,467,150,5,10,2026-03-02
I7432,P6849,W8828,200,19,84,2,2026-04-17
I7433,P6273,W4308,347,85,67,14,2026-04-20
I7434,P1404,W7909,128,125,61,7,2026-01-13
I7435,P5705,W9198,216,190,50,15,2025-07-10
I7436,P1177,W3691,531,186,5,9,2025-10-06
I7437,P8906,W2741,58,34,92,15,2026-05-25
I7438,P4166,W3886,175,28,73,14,2025-10-01
I7439,P9911,W6301,41,129,78,16,2025-07-29
I7440,P7574,W7626,684,93,84,8,2026-03-12
I7441,P2601,W9550,497,54,72,18,2026-04-17
I7442,P445,W9301,147,89,65,17,2026-04-21
I7443,P7488,W4151,936,189,15,16,2026-03-04
I7444,P9538,W6541,595,29,15,16,2025-12-09
I7445,P9614,W2966,84,24,10,4,2026-02-24
I7446,P6409,W2460,229,44,58,8,2025-12-26
I7447,P9861,W2398,200,105,73,8,2025-05-29
I7448,P6464,W2383,465,108,84,1,2025-09-02
I7449,P831,W7221,392,141,34,7,2026-04-24
I7450,P9992,W5175,594,62,33,5,2025-12-26
I7451,P4771,W7590,804,32,58,15,2026-05-09
I7452,P2005,W8537,210,100,76,20,2026-04-14
I7453,P1776,W7027,876,196,70,10,2026-03-05
I7454,P1172,W5319,449,158,27,0,2025-12-18
I7455,P4350,W4450,8,44,20,18,2026-01-09
I7456,P8228,W5451,451,126,51,11,2025-07-30
I7457,P2660,W7411,825,19,71,16,2026-02-20
I7458,P2006,W8647,187,24,71,5,2025-09-25
I7459,P7213,W6359,854,74,77,2,2025-11-26
I7460,P3649,W9214,89,87,30,17,2025-10-06
I7461,P5352,W109,55,53,6,3,2026-04-22
I7462,P7565,W1245,325,23,97,6,2026-02-13
I7463,P4638,W7665,309,86,26,17,2025-07-21
I7464,P8446,W9154,113,133,75,12,2025-07-27
I7465,P3558,W366,771,40,86,14,2026-01-02
I7466,P7439,W3903,372,157,19,15,2025-10-26
I7467,P5493,W6076,996,103,7,12,2025-07-15
I7468,P3315,W6934,44,137,5,5,2026-05-16
I7469,P8988,W5977,87,118,10,12,2025-09-25
I7470,P3516,W463,661,90,72,0,2025-10-24
I7471,P8972,W1346,494,198,61,10,2026-03-28
I7472,P2783,W8826,13,17,34,10,2026-03-17
I7473,P6920,W5079,896,152,53,6,2025-11-12
I7474,P3900,W2708,516,108,80,11,2025-12-04
I7475,P8976,W3872,366,51,53,18,2025-11-28
I7476,P309,W7881,686,186,71,18,2026-05-16
I7477,P1111,W7094,633,83,6,6,2025-09-24
I7478,P6980,W7848,153,158,17,2,2026-03-07
I7479,P7733,W5310,648,108,48,17,2025-07-14
I7480,P4549,W2636,873,147,30,8,2025-12-18
I7481,P8689,W7485,528,114,47,17,2025-07-09
I7482,P4242,W6618,454,144,19,9,2026-03-21
I7483,P1826,W7111,940,160,13,8,2026-04-23
I7484,P4008,W8100,107,35,20,12,2025-08-13
I7485,P6246,W8352,137,186,55,7,2025-12-09
I7486,P3890,W5164,802,72,95,16,2025-06-20
I7487,P3370,W5641,115,95,27,1,2025-10-03
I7488,P8984,W5338,656,151,55,8,2025-09-27
I7489,P5548,W4298,791,155,36,11,2026-03-28
I7490,P3668,W6752,49,115,88,12,2025-08-03
I7491,P9591,W5034,738,101,55,9,2026-01-01
I7492,P696,W8517,321,78,91,0,2025-06-25
I7493,P8359,W581,687,176,15,11,2025-06-22
I7494,P5478,W695,720,19,46,14,2026-05-10
I7495,P3371,W2786,741,175,11,2,2025-09-27
I7496,P2001,W9835,35,95,80,5,2026-04-18
I7497,P1896,W6538,950,76,27,20,2025-07-08
I7498,P556,W3240,96,90,68,18,2026-02-12
I7499,P4076,W6136,212,139,29,12,2026-02-24
I7500,P538,W3624,729,158,5,8,2025-06-14
I7501,P663,W9309,221,95,56,7,2026-03-25
I7502,P4954,W733,843,51,86,17,2025-10-04
I7503,P3921,W5023,656,187,82,7,2025-08-17
I7504,P8963,W100,546,84,61,14,2025-12-17
I7505,P248,W2530,997,138,45,6,2025-07-09
I7506,P7171,W6100,141,66,21,0,2025-12-18
I7507,P7692,W4441,353,92,48,9,2025-09-30
I7508,P9837,W4453,12,40,15,1,2026-04-16
I7509,P3225,W2445,289,200,60,7,2025-10-13
I7510,P9769,W4424,469,115,93,10,2025-12-01
I7511,P3346,W7884,689,171,49,12,2025-12-16
I7512,P2678,W8444,447,126,97,18,2025-11-03
I7513,P7897,W6516,162,53,97,2,2025-09-01
I7514,P8228,W3885,381,194,57,3,2025-12-25
I7515,P2909,W2916,961,115,66,11,2026-02-08
I7516,P8044,W1547,567,154,49,9,2025-08-30
I7517,P3844,W2194,286,49,42,4,2025-06-06
I7518,P3751,W469,124,178,27,2,2025-05-30
I7519,P7995,W6630,898,165,26,5,2025-09-09
I7520,P1223,W7913,513,54,86,1,2025-07-21
I7521,P4251,W9468,732,10,17,3,2025-08-30
I7522,P8448,W7627,81,196,22,20,2026-03-02
I7523,P6883,W3341,810,126,43,19,2026-05-28
I7524,P4895,W9240,723,138,10,2,2026-05-04
I7525,P3255,W3062,836,56,72,15,2026-05-24
I7526,P2891,W1409,397,195,87,18,2026-01-31
I7527,P1913,W3675,367,151,41,18,2026-04-22
I7528,P6045,W919,86,63,98,5,2025-11-08
I7529,P4712,W3076,192,142,68,19,2025-12-08
I7530,P833,W7294,881,117,47,18,2025-06-26
I7531,P463,W7144,309,69,31,9,2025-11-29
I7532,P2878,W2265,466,145,15,10,2025-10-03
I7533,P2771,W8719,545,101,40,4,2026-03-19
I7534,P5221,W2372,487,77,75,9,2025-06-24
I7535,P8738,W570,814,167,24,19,2025-11-07
I7536,P6136,W5553,635,38,91,4,2026-02-26
I7537,P2440,W3702,126,59,78,6,2026-02-25
I7538,P3382,W2070,59,22,89,10,2026-02-27
I7539,P1442,W54,46,198,64,14,2025-11-30
I7540,P6560,W7548,647,71,69,16,2025-06-12
I7541,P6706,W5976,774,173,42,6,2025-06-14
I7542,P2237,W1802,424,139,44,12,2025-07-25
I7543,P3675,W2300,850,132,95,18,2025-09-07
I7544,P1977,W892,145,174,85,4,2025-08-07
I7545,P212,W7884,427,194,8,0,2026-03-21
I7546,P5396,W9909,983,177,93,6,2026-05-22
I7547,P7810,W4124,550,196,13,16,2025-09-20
I7548,P7366,W2479,104,96,47,20,2026-04-22
I7549,P7167,W6294,538,199,95,2,2026-01-25
I7550,P3187,W8263,576,109,28,9,2026-05-16
I7551,P6047,W7256,66,159,13,8,2025-10-20
I7552,P2997,W5406,939,176,73,3,2025-06-18
I7553,P2429,W1166,327,199,97,12,2025-12-15
I7554,P3606,W4831,569,164,45,10,2026-04-26
I7555,P8024,W3414,921,147,26,14,2025-12-26
I7556,P6490,W6951,148,112,95,3,2025-08-18
I7557,P6615,W3847,89,103,29,2,2026-04-01
I7558,P2146,W2844,933,81,68,11,2026-01-21
I7559,P7577,W3425,698,77,22,3,2026-05-18
I7560,P9348,W2079,640,36,69,2,2025-06-23
I7561,P3288,W7382,940,15,6,7,2025-11-05
I7562,P2404,W6679,477,187,42,14,2025-09-08
I7563,P8140,W1824,442,76,19,4,2026-04-16
I7564,P5205,W5415,135,107,39,9,2025-08-26
I7565,P2821,W3079,499,132,50,19,2026-03-24
I7566,P5422,W9222,955,188,25,20,2026-01-29
I7567,P9353,W7039,206,194,13,9,2026-05-15
I7568,P4655,W783,70,97,89,5,2025-11-29
I7569,P1019,W6394,501,130,35,4,2025-08-12
I7570,P1465,W2362,92,146,98,7,2026-03-27
I7571,P6145,W3957,104,126,60,4,2026-05-11
I7572,P9278,W7679,322,121,88,9,2025-08-18
I7573,P8426,W6893,705,155,64,2,2026-05-24
I7574,P2277,W8205,253,94,53,6,2026-01-06
I7575,P9876,W2680,378,168,83,15,2026-02-21
I7576,P1799,W775,653,149,63,1,2025-09-12
I7577,P2842,W2470,909,118,56,2,2026-01-07
I7578,P8792,W1589,201,116,12,2,2025-11-11
I7579,P3231,W5064,208,176,84,0,2025-08-28
I7580,P563,W8092,408,137,37,17,2026-04-13
I7581,P6779,W5020,404,37,89,19,2026-02-27
I7582,P4858,W1228,451,46,47,18,2026-03-12
I7583,P1909,W6319,984,42,99,7,2026-05-21
I7584,P2240,W7367,158,57,97,13,2025-08-25
I7585,P9314,W595,206,46,73,16,2025-12-01
I7586,P7482,W5918,258,44,76,16,2025-07-21
I7587,P2049,W4723,734,197,6,2,2026-05-14
I7588,P7688,W5012,843,76,7,13,2025-11-13
I7589,P7658,W3310,537,143,25,12,2026-03-06
I7590,P2087,W7010,255,40,48,6,2025-12-28
I7591,P155,W9296,932,158,44,3,2025-12-17
I7592,P9919,W8824,717,115,53,0,2025-12-09
I7593,P7072,W797,282,90,82,5,2026-05-25
I7594,P8977,W2003,330,14,70,2,2025-06-09
I7595,P2669,W3150,36,43,8,10,2026-02-21
I7596,P9778,W7555,125,132,11,14,2025-09-04
I7597,P2604,W9054,324,127,87,11,2026-01-03
I7598,P5633,W5163,332,151,67,1,2025-11-06
I7599,P8021,W7117,688,164,24,12,2025-06-14
I7600,P5137,W653,164,164,74,4,2025-08-21
I7601,P701,W2158,462,36,35,8,2026-01-06
I7602,P1649,W573,52,195,51,8,2026-01-11
I7603,P4357,W1655,228,119,38,14,2025-06-22
I7604,P4797,W6775,900,54,75,17,2025-10-28
I7605,P3071,W222,84,129,66,17,2026-02-08
I7606,P2298,W5455,464,163,71,14,2026-01-31
I7607,P3682,W4924,20,38,38,20,2025-10-21
I7608,P6816,W8131,483,15,44,19,2026-04-16
I7609,P7350,W2152,597,61,15,20,2025-10-17
I7610,P4170,W3879,172,189,5,14,2026-02-16
I7611,P2480,W3573,187,127,19,19,2025-08-29
I7612,P1676,W971,294,88,24,5,2025-09-22
I7613,P6509,W1335,116,93,30,8,2026-01-03
I7614,P4083,W5145,827,161,71,19,2025-11-30
I7615,P9170,W9465,71,93,35,10,2025-08-21
I7616,P1327,W471,338,44,90,4,2025-08-03
I7617,P4226,W2737,371,104,59,11,2025-11-04
I7618,P916,W3573,750,196,14,15,2026-03-29
I7619,P4531,W1620,226,190,30,3,2025-08-25
I7620,P4471,W8690,218,28,26,20,2025-12-18
I7621,P237,W2532,868,33,80,16,2026-03-17
I7622,P5197,W287,586,129,72,4,2025-06-13
I7623,P4369,W1920,144,166,86,9,2026-01-07
I7624,P5337,W5241,897,137,74,20,2026-04-21
I7625,P7116,W8531,634,114,9,16,2026-03-10
I7626,P807,W4227,15,149,86,0,2025-06-11
I7627,P3324,W9049,518,82,71,7,2025-08-17
I7628,P2974,W9849,731,57,17,14,2025-10-18
I7629,P5301,W1739,98,52,77,17,2025-11-08
I7630,P106,W6392,619,131,52,1,2026-02-21
I7631,P9778,W6515,835,156,13,15,2025-12-04
I7632,P724,W8760,105,41,50,19,2026-03-10
I7633,P4714,W2443,863,129,66,12,2025-09-06
I7634,P4917,W1707,397,115,85,4,2025-06-13
I7635,P8812,W2265,764,107,80,0,2025-10-02
I7636,P9036,W9025,102,134,40,15,2026-01-21
I7637,P9807,W1616,537,120,9,2,2026-01-05
I7638,P3559,W6859,782,173,46,7,2026-05-27
I7639,P9249,W5386,971,26,35,12,2025-07-08
I7640,P4273,W9235,70,161,97,8,2026-03-27
I7641,P5430,W8561,782,87,37,6,2025-07-22
I7642,P9037,W8184,879,148,92,18,2026-04-02
I7643,P7596,W2247,732,180,6,16,2026-04-08
I7644,P5800,W3330,395,55,80,0,2026-04-07
I7645,P7309,W5070,694,15,96,5,2026-03-23
I7646,P8821,W8359,115,154,35,15,2026-04-16
I7647,P3417,W9770,568,149,68,19,2025-06-25
I7648,P8690,W5533,225,36,49,1,2026-05-13
I7649,P5877,W6488,102,104,5,1,2025-08-09
I7650,P6017,W6518,152,192,45,0,2025-11-14
I7651,P1603,W7985,475,129,69,1,2025-08-26
I7652,P9183,W7707,464,83,60,11,2025-11-16
I7653,P7869,W1367,927,155,18,19,2025-11-02
I7654,P372,W3439,129,81,82,1,2026-03-18
I7655,P7991,W9340,288,58,100,12,2026-04-16
I7656,P1140,W1737,771,104,26,15,2026-04-07
I7657,P3720,W7073,423,42,44,7,2025-09-12
I7658,P1852,W252,758,56,11,19,2025-11-23
I7659,P5645,W8181,736,63,26,2,2025-09-16
I7660,P7572,W876,890,176,59,5,2025-07-19
I7661,P7864,W9596,677,86,67,8,2026-04-06
I7662,P1592,W4277,678,130,84,18,2025-08-26
I7663,P3465,W7865,715,108,62,19,2026-04-24
I7664,P2293,W9775,768,35,16,11,2025-10-06
I7665,P5732,W9656,502,63,58,6,2026-04-16
I7666,P8108,W84,44,69,47,12,2025-12-22
I7667,P9159,W6962,552,192,92,19,2026-03-05
I7668,P2976,W9594,232,41,47,9,2025-11-01
I7669,P6911,W5193,429,154,92,1,2025-06-30
I7670,P9180,W4305,269,186,9,8,2025-09-11
I7671,P483,W3818,217,84,33,6,2026-02-06
I7672,P6037,W3516,833,76,23,11,2025-06-17
I7673,P6171,W3930,910,18,81,16,2026-04-16
I7674,P7491,W5770,174,164,56,16,2025-09-29
I7675,P9058,W1761,140,50,5,19,2026-03-03
I7676,P6871,W3114,804,145,86,7,2025-08-12
I7677,P8011,W1889,414,26,88,7,2026-04-19
I7678,P897,W9850,149,128,61,6,2025-08-18
I7679,P8826,W6778,56,123,35,5,2025-11-09
I7680,P440,W7701,615,64,42,0,2026-04-15
I7681,P8060,W5815,235,57,75,13,2025-09-30
I7682,P5223,W5050,76,16,100,18,2026-02-04
I7683,P5872,W5460,938,160,11,6,2025-11-13
I7684,P1581,W4093,375,169,12,9,2025-10-04
I7685,P3422,W2605,466,27,14,0,2025-07-24
I7686,P4365,W9867,441,179,31,10,2025-08-28
I7687,P1732,W7302,272,119,29,14,2026-03-04
I7688,P4442,W4916,1,144,25,16,2026-04-14
I7689,P9317,W3601,914,122,35,17,2026-01-21
I7690,P9911,W7807,851,35,58,8,2025-07-30
I7691,P9832,W4256,912,48,67,3,2025-07-17
I7692,P5311,W3806,97,35,41,12,2025-07-22
I7693,P4438,W8591,485,124,49,10,2025-12-17
I7694,P6856,W1838,14,87,13,5,2025-08-15
I7695,P9217,W1997,317,168,69,11,2025-07-11
I7696,P2792,W6020,955,90,71,0,2026-02-25
I7697,P8033,W1861,17,171,34,8,2025-12-24
I7698,P2941,W3138,774,126,30,3,2026-01-18
I7699,P1529,W5210,8,187,83,1,2025-12-11
I7700,P9611,W804,380,118,68,10,2025-06-12
